,tokens
1585,"['wonder', 'would', 'okay', 'call', 'uncl', 'john', 'let', 'know', 'thing', 'nigeria', 'r', 'lt', 'gt', 'dollar', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'everi', 'dime', 'give', 'everi', 'dime', 'expect', 'anyth', 'practic', 'someth', 'like']"
1586,"['charg', 'transfer', 'charg', 'withdraw', 'anyhow', 'like']"
1587,"['dont', 'search', 'love', 'let', 'love', 'find', 'that', 'call', 'fall', 'love', 'bcoz', 'u', 'dont', 'forc', 'u', 'fall', 'u', 'know', 'smeon', 'hold', 'u', 'bslvyl']"
1588,"['let', 'go', 'bill', 'miller']"
1589,"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawr', 'flame', 'xoxo']"
1590,"['somewhr', 'someon', 'sure', 'made', 'god', 'decid', 'perfect', 'time', 'make', 'u', 'meet', 'dat', 'person', 'till', 'den', 'enjoy', 'ur', 'crush']"
1591,"['honeymoon', 'outfit']"
1592,"['help', 'propos', 'go', 'back', 'tomorrow']"
1593,"['privat', 'account', 'statement', 'show', 'point', 'call', 'identifi', 'code', 'expir']"
1594,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happi', 'bad', 'day', 'give', 'u', 'experi', 'essenti', 'life', 'god', 'bless', 'good', 'morn']"
1595,"['pl', 'confirm', 'time', 'collect', 'chequ']"
1596,"['regist', 'subscrib', 'yr', 'draw', 'gift', 'voucher', 'b', 'enter', 'receipt', 'correct', 'an', 'next', 'olymp', 'txt', 'an']"
1597,"['urgent', 'mobil', 'number', 'award', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid']"
1598,"['daddi', 'take', 'good', 'care']"
1599,"['yeah', 'probabl', 'still', 'got', 'ta', 'check', 'leo']"
1600,['special']
1601,"['carlo', 'take', 'sweet', 'time', 'usual', 'let', 'know', 'patti', 'smoke', 'tell', 'haul', 'ass']"
1602,"['ok', 'noth', 'problem']"
1603,"['heard', 'job', 'go', 'wildlif', 'talk', 'tonight', 'u', 'wizzl', 'whatev']"
1604,"['god', 'pick', 'flower', 'dippeditinadew', 'lovingli', 'touch', 'itwhichturnedinto', 'u', 'gift', 'tomeandsaid', 'friend']"
1605,"['came', 'hostel']"
1606,"['ok', 'prob', 'come', 'lunch']"
1607,"['ju', 'tell', 'u', 'dat', 'b', 'leav', 'shanghai', 'instead', 'haf', 'time', 'meet', 'cya']"
1608,"['freez', 'home', 'yet', 'rememb', 'kiss', 'mom', 'morn', 'love', 'think', 'miss', 'yet']"
1609,"['readi', 'big', 'day', 'tomorrow']"
1610,"['probabl', 'around', 'mu', 'lot']"
1611,[]
1612,"['pro', 'video', 'club', 'need', 'help', 'info', 'call', 'must', 'club', 'credit', 'redeem', 'enjoy']"
1613,"['thnx', 'dude', 'u', 'guy']"
1614,"['sef', 'dey', 'laugh', 'meanwhil', 'darl', 'anji']"
1615,"['mm', 'food', 'da']"
1616,"['k', 'make', 'sens', 'btw', 'carlo', 'difficult', 'guy', 'gon', 'na', 'smoke', 'go', 'pick', 'second', 'batch', 'get', 'ga']"
1617,"['u', 'download', 'fring', 'app']"
1618,"['oz', 'guy', 'kinda', 'flaki', 'one', 'friend', 'interest', 'pick', 'lt', 'gt', 'worth', 'tonight', 'possibl']"
1619,"['friend', 'u', 'stay', 'fb', 'chat']"
1620,"['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lone', 'go', 'sleep', 'dream', 'love']"
1621,"['live', 'simpl', 'love', 'also', 'simpl', 'laugh', 'simpl', 'win', 'tooo', 'simpl', 'difficult', 'gud', 'nte']"
1622,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'r', 'reveal', 'think', 'ur']"
1623,"['ah', 'well', 'confus', 'thing']"
1624,"['free', 'text', 'msg', 'text', 'ok', 'credit', 'account']"
1625,"['hi', 'dear', 'call', 'urgnt', 'know', 'what', 'problem', 'want', 'work', 'problem', 'least', 'tell', 'wate', 'repli']"
1626,"['dear', 'ok']"
1627,"['select', 'stay', 'top', 'british', 'hotel', 'noth', 'holiday', 'worth', 'claim', 'call', 'london', 'bx']"
1628,"['ye', 'princess', 'want', 'make', 'happi']"
1629,"['sound', 'like', 'mani', 'talent', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week']"
1630,"['go', 'film', 'da', 'sorri', 'da']"
1631,"['watch', 'movi', 'alreadi', 'xy', 'want', 'shop', 'shop', 'w']"
1632,"['hello', 'littl', 'parti', 'anim', 'thought', 'buzz', 'friend', 'grin', 'remind', 'love', 'send', 'naughti', 'ador', 'kiss']"
1633,"['yesterday', 'go', 'home']"
1634,"['eeri', 'nokia', 'tone', 'rpli', 'tone', 'titl', 'eg', 'tone', 'dracula', 'titl', 'ghost', 'addamsfa', 'munster', 'exorcist', 'twilight']"
1635,"['come', 'life', 'brought', 'sun', 'shini', 'warm', 'heart', 'put', 'constant', 'smile', 'face', 'make', 'feel', 'love', 'care']"
1636,"['shit', 'surpris', 'went', 'spent', 'even', 'french', 'guy', 'met', 'town', 'fool', 'around', 'bit', 'let', 'fuck']"
1637,"['network', 'allow', 'compani', 'bill', 'sm', 'respons']"
1638,"['great', 'comedi', 'cant', 'stop', 'laugh', 'da']"
1639,"['freemsg', 'feelin', 'kinda', 'lnli', 'hope', 'u', 'like', 'keep', 'compani', 'jst', 'got', 'cam', 'mobi', 'wan', 'na', 'c', 'pic', 'txt', 'repli', 'date', 'hlp', 'stop']"
1640,"['alright', 'set', 'text', 'man']"
1641,"['hi', 'keen', 'go', 'kind', 'feel', 'go', 'tomo', 'mind']"
1642,"['sleep', 'nt', 'feel', 'well']"
1643,"['u', 'switch', 'fone', 'dammit']"
1644,"['india', 'take', 'lead']"
1645,"['post', 'class']"
1646,"['tht', 'wat', 'wright', 'brother', 'fli']"
1647,"['even', 'v', 'good', 'somewhat', 'event', 'laden', 'fill', 'worri', 'head', 'ok', 'throat', 'wreck', 'see', 'six']"
1648,"['u', 'laugh', 'realli', 'loud', 'u', 'talk', 'spontan', 'u', 'dont', 'care', 'other', 'feel', 'u', 'probabl', 'dear', 'amp', 'best', 'friend', 'goodeven', 'dear']"
1649,"['laptop', 'take']"
1650,"['dont', 'file', 'bag', 'work', 'call', 'tell', 'find', 'anyth', 'room']"
1651,"['wan', 'earli', 'lei', 'outsid', 'wun', 'b', 'home', 'earli', 'neva', 'mind']"
1652,"['ur', 'chanc', 'win', 'cash', 'everi', 'wk', 'txt', 'action', 'c', 'custcar']"
1653,"['bugi', 'juz', 'wat', 'walk', 'home', 'oredi', 'late', 'repli', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r']"
1654,"['wish', 'famili', 'merri', 'ma', 'happi', 'new', 'year', 'advanc']"
1655,"['go', 'ok', 'na']"
1656,"['ye', 'post', 'coupl', 'pic', 'fb', 'still', 'snow', 'outsid', 'wake']"
1657,"['one', 'good', 'partnership', 'go', 'take', 'lead']"
1658,"['rgent', 'attempt', 'contact', 'u', 'u', 'call', 'callcost', 'mobilesvari']"
1659,"['yeah', 'class']"
1660,"['send', 'bec', 'templ', 'na']"
1661,"['come', 'home', 'class', 'right', 'need', 'work', 'shower']"
1662,"['hi', 'ur', 'lookin', 'sauci', 'daytim', 'fun', 'wiv', 'busti', 'marri', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', 'janinexx']"
1663,"['mostli', 'like']"
1664,"['v', 'fan']"
1665,"['dunno', 'co', 'v', 'late', 'n', 'reach', 'insid', 'alreadi', 'ate', 'spageddi', 'lor', 'e', 'gal', 'r', 'laugh', 'lor']"
1666,"['guess', 'spent', 'last', 'night', 'phase', 'fourth', 'dimens']"
1667,"['dad', 'gon', 'na', 'call', 'get', 'work', 'ask', 'crazi', 'question']"
1668,"['ye', 'said']"
1669,"['hurt', 'n', 'meaning', 'line', 'ever', 'compromis', 'everyth', 'love']"
1670,"['lmao', 'nice']"
1671,"['glad', 'see', 'repli']"
1672,"['urgent', 'tri', 'contact', 'today', 'draw', 'show', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid']"
1673,"['monthli', 'password', 'wap', 'use', 'wap', 'phone', 'pc']"
1674,"['nah', 'dub', 'je', 'still', 'buff']"
1675,"['pain', 'thought', 'happi', 'toughest', 'thing', 'earth']"
1676,"['yeah', 'fine', 'get', 'ok']"
1677,"['lol', 'u', 'come', 'idea']"
1678,"['mani', 'peopl', 'seem', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'sh', 'ja']"
1679,"['today', 'dedic', 'day', 'song', 'u', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']"
1680,"['okay', 'wait', 'ah']"
1681,['lei']
1682,"['hi', 'babe', 'u', 'r', 'like', 'bed', 'im', 'sorri', 'tonight', 'realli', 'wan', 'na', 'see', 'u', 'tomorrow', 'call', 'love', 'xxx']"
1683,"['alreadi', 'squat', 'new', 'way', 'walk']"
1684,"['want', 'bold', 'bb', 'torch']"
1685,"['cramp', 'stop', 'go', 'back', 'sleep']"
1686,"['today', 'vodafon', 'number', 'end', 'last', 'four', 'digit', 'select', 'receiv', 'award', 'number', 'match', 'pleas', 'call', 'claim', 'award']"
1687,"['free', 'top', 'rington', 'weekli', 'week', 'subpoli', 'per']"
1688,"['nan', 'sonathaya', 'soladha', 'boss']"
1689,"['bring', 'tat', 'cd', 'forget']"
1690,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'algarv', 'txt', 'ansr', 'sp', 'tyron']"
1691,"['know', 'rape', 'dude', 'poker']"
1692,"['weightloss', 'girl', 'friend', 'make', 'load', 'money', 'ebay', 'someth', 'give', 'thank', 'god']"
1693,"['see', 'messag', 'r', 'u', 'leav', 'congrat', 'dear', 'school', 'wat', 'r', 'ur', 'plan']"
1694,"['eatin', 'later', 'eatin', 'wif', 'fren', 'lei', 'go', 'home', 'first']"
1695,"['finish', 'alreadi', 'yar', 'keep', 'say', 'mushi', 'embarrass', 'ok']"
1696,"['sorri', 'man', 'stash', 'ran', 'dri', 'last', 'night', 'ca', 'pick', 'sunday']"
1697,"['hai', 'priya', 'right', 'doctor', 'said']"
1698,"['free', 'msg', 'sorri', 'servic', 'order', 'could', 'deliv', 'suffici', 'credit', 'pleas', 'top', 'receiv', 'servic']"
1699,['ok']
1700,"['pleas', 'ask', 'mummi', 'call', 'father']"
1701,"['come', 'room', 'come', 'hous', 'co', 'hous', 'still', 'messi', 'haha']"
1702,"['lost', 'kilo', 'today']"
1703,"['tast', 'fish', 'curri']"
1704,"['might', 'accid', 'tookplac', 'somewher', 'ghodbandar', 'rd', 'traffic', 'move', 'slove', 'plz', 'slip', 'amp', 'worri']"
1705,"['yun', 'wkg', 'btw', 'go', 'nu', 'sc', 'wana', 'specialis', 'wad']"
1706,"['ye', 'one', 'woman', 'man', 'pleas', 'tell', 'like', 'dislik', 'bed']"
1707,"['test', 'earlier', 'appreci', 'call', 'tomorrow']"
1708,"['loverboy', 'keep', 'come', 'queen', 'hmmm', 'ach', 'speak', 'miss', 'despar']"
1709,"['u', 'meet', 'fren', 'dun', 'wan', 'meet', 'ah', 'muz', 'b', 'guy', 'rite']"
1710,"['promis', 'though', 'even', 'gotten', 'dinner', 'yet']"
1711,"['got', 'back', 'dislik', 'bed']"
1712,"['turn', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']"
1713,"['hard', 'live', 'chat', 'choos', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uk', 'biggest', 'live', 'servic', 'vu']"
1714,"['yeah', 'see']"
1715,"['ask', 'u', 'knw', 'nt', 'may', 'ur', 'frnd', 'classmat']"
1716,"['sorri', 'earlier', 'put', 'around', 'talk', 'actual', 'life', 'lol']"
1717,"['wow', 'boy', 'r', 'back', 'take', 'uk', 'tour', 'win', 'vip', 'ticket', 'vip', 'club', 'txt', 'club', 'trackmarqu', 'ltd', 'info']"
1718,"['missionari', 'hook', 'doggi', 'hook', 'stand']"
1719,"['u', 'better', 'go', 'sleep', 'dun', 'disturb', 'u', 'liao', 'u', 'wake', 'msg', 'lor']"
1720,"['fight', 'world', 'easi', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
1721,"['watch', 'hous', 'entertain', 'get', 'whole', 'hugh', 'lauri', 'thing', 'even', 'stick', 'inde', 'especi', 'stick']"
1722,"['thought', 'prap', 'meant', 'anoth', 'one', 'goodo', 'look', 'tomorrow']"
1723,"['hi', 'jon', 'pete', 'ive', 'bin', 'spain', 'recent', 'hav', 'sum', 'dinero', 'left', 'bill', 'said', 'u', 'ur', 'mayb', 'interest', 'hav', 'around', 'tb', 'jame']"
1724,"['bold', 'lt', 'gt']"
1725,"['know', 'shall', 'speak', 'lt', 'gt', 'minut']"
1726,"['hunni', 'wot', 'u', 'didnt', 'end', 'goin', 'town', 'ju', 'da', 'pub', 'instead', 'ju', 'chillin', 'da', 'mo', 'bedroom', 'love', 'jen']"
1727,"['went', 'project', 'centr']"
1728,"['per', 'request', 'alaipayuth', 'set', 'callertun', 'caller', 'press', 'copi', 'friend', 'callertun']"
1729,"['lol', 'yeah', 'point', 'guess']"
1730,"['project', 'w', 'fren', 'lor']"
1731,"['lol', 'well', 'qualiti', 'aint', 'bad', 'aint', 'complain']"
1732,"['k', 'happen', 'tonight']"
1733,"['hi', 'mandi', 'sullivan', 'call', 'hotmix', 'fm', 'chosen', 'receiv', 'easter', 'prize', 'draw', 'pleas', 'telephon', 'claim', 'prize', 'transfer', 'someon', 'els']"
1734,"['think', 'go', 'finn', 'come']"
1735,"['tire', 'special']"
1736,"['come', 'tomorrow', 'di']"
1737,"['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']"
1738,"['k', 'go', 'sleep', 'well', 'take', 'rest']"
1739,"['u', 'guy', 'never', 'invit', 'anywher']"
1740,"['ur', 'go', 'bahama', 'callfreefon', 'speak', 'live', 'oper', 'claim', 'either', 'bahama', 'cruis', 'cash', 'opt', 'txt', 'x']"
1741,"['want', 'pleas', 'insid', 'outsid', 'bedroom']"
1742,"['calm', 'downon', 'theacus', 'itxt', 'u', 'co', 'iwana', 'know', 'wotu', 'r', 'doin', 'haventcn', 'u', 'age', 'ring', 'ur', 'neth', 'j']"
1743,"['love', 'wine', 'dine', 'ladi']"
1744,"['someon', 'conact', 'date', 'servic', 'enter', 'phone', 'fanci', 'find', 'call', 'landlin']"
1745,"['cool', 'ta', 'luv', 'caus', 'doin', 'load', 'plan', 'wk', 'got', 'social', 'servic', 'inspect', 'nurseri', 'take', 'care', 'spk', 'sn', 'x']"
1746,"['know', 'account', 'detail', 'ask', 'mom', 'send', 'mom', 'reach']"
1747,"['think', 'u', 'wrong', 'number']"
1748,"['feel', 'alway', 'happi', 'slowli', 'becom', 'habit', 'amp', 'final', 'becom', 'part', 'life', 'follow', 'happi', 'morn', 'amp', 'happi', 'day']"
1749,"['b', 'late', 'love', 'mum']"
1750,"['got', 'mail', 'panren', 'paru']"
1751,"['think', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'trainner', 'save', 'carryin', 'bac', 'train']"
1752,"['give', 'one', 'miss', 'number', 'pleas']"
1753,"['ju', 'came', 'back', 'fr', 'lunch', 'wif', 'si', 'u', 'leh']"
1754,"['schedul', 'next', 'week', 'town', 'weekend']"
1755,"['realli', 'good', 'dhanush', 'rock']"
1756,"['lmao', 'ok', 'wont', 'need', 'u', 'hair', 'anymor']"
1757,"['miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
1758,"['sorri', 'free']"
1759,"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'wo', 'go', 'away', 'til', 'u', 'listen', 'like', 'time']"
1760,"['nt', 'yet', 'chikku', 'simpl', 'habba', 'hw', 'abt', 'u']"
1761,"['got', 'ur', 'mail', 'muchand', 'look', 'forward', 'lot', 'support', 'less', 'contact', 'rememb', 'one', 'venugop', 'late', 'shall', 'tri', 'come', 'till', 'dear']"
1762,"['sometim', 'heart', 'remembr', 'someon', 'much', 'forget', 'someon', 'soon', 'bcoz', 'heart', 'like', 'everyon', 'like', 'one', 'rememb', 'everytim', 'bslvyl']"
1763,"['joy', 'father', 'john', 'john', 'name', 'joy', 'father', 'mandan']"
1764,"['hi', 'ibh', 'custom', 'loyalti', 'offer', 'new', 'mobil', 'txtauction', 'txt', 'word', 'start', 'get']"
1765,"['hi', 'yiju', 'regard', 'textbook', 'intro', 'algorithm', 'second', 'edit', 'sell']"
1766,"['sm', 'auction', 'nokia', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia']"
1767,"['k', 'want', 'us', 'come']"
1768,"['littl', 'difficult', 'simpl', 'way', 'enter', 'place']"
1769,"['ha', 'us', 'e', 'thing', 'got', 'tv', 'watch', 'u', 'thk', 'go', 'tonight', 'u', 'alreadi', 'haf', 'smth', 'mind']"
1770,"['dont', 'show', 'far', 'put', 'new', 'pictur', 'facebook']"
1771,"['watch', 'tv', 'got', 'new', 'job']"
1772,"['good', 'afternoon', 'sexi', 'bun', 'goe', 'job', 'search', 'wake', 'first', 'thought', 'alway', 'love', 'wish', 'fine', 'happi', 'know', 'ador']"
1773,"['come', 'whatev', 'want']"
1774,"['ok', 'chikku', 'favourit', 'song']"
1775,"['u', 'see', 'post', 'facebook']"
1776,"['call', 'freephon']"
1777,"['buy', 'space', 'invad', 'chanc', 'win', 'orig', 'arcad', 'game', 'consol', 'press', 'game', 'arcad', 'std', 'wap', 'charg', 'see', 'term', 'set', 'purchas']"
1778,"['wonder', 'world', 'ur', 'style', 'ur', 'smile', 'ur', 'person', 'ur', 'natur', 'ur', 'sm', 'love', 'good', 'morn', 'dear']"
1779,"['loan', 'purpos', 'homeown', 'tenant', 'welcom', 'previous', 'refus', 'still', 'help', 'call', 'free', 'text', 'back']"
1780,"['big', 'brother', 'alert', 'comput', 'select', 'u', 'cash', 'voucher', 'call', 'ntt', 'po', 'box', 'bt', 'landlin', 'cost', 'mobil', 'vari']"
1781,"['oh', 'well', 'c', 'u', 'later']"
1782,"['uncl', 'atlanta', 'wish', 'guy', 'great', 'semest']"
1783,"['dear', 'free', 'messag', 'without', 'recharg', 'hi', 'hi', 'hi']"
1784,"['dont', 'search', 'love', 'let', 'love', 'find', 'that', 'call', 'fall', 'love', 'bcoz', 'u', 'dont', 'forc', 'u', 'fall', 'u', 'know', 'smeon', 'hold', 'u', 'bslvyl']"
1785,"['dun', 'believ', 'thk', 'u', 'told']"
1786,"['know', 'god', 'creat', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']"
1787,"['ye', 'sura', 'sun', 'tv', 'lol']"
1788,"['arun', 'u', 'transfr', 'amt']"
1789,"['takin', 'shower', 'yeah', 'leav', 'done']"
1790,"['work', 'eye', 'philosophi', 'text', 'u', 'later', 'bit', 'free', 'chat']"
1791,"['u', 'lost', 'ill', 'alway', 'b', 'intend', 'hurt', 'u', 'never', 'knew', 'u', 'felt', 'careabout', 'u']"
1792,"['win', 'winner', 'foley', 'ipod', 'excit', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobil', 'visit']"
1793,"['bad', 'girl', 'still', 'rememb']"
1794,"['much', 'gave', 'morn']"
1795,"['hope', 'alright', 'babe', 'worri', 'might', 'felt', 'bit', 'despar', 'learn', 'job', 'fake', 'wait', 'come', 'back', 'love']"
1796,"['hey', 'tell', 'blake', 'address', 'carlo', 'want', 'meet', 'got', 'lost', 'answer', 'phone']"
1797,"['get', 'opinion', 'someth', 'first']"
1798,"['one', 'week', 'leav', 'put', 'know', 'time']"
1799,"['hit', 'move']"
1800,"['excel', 'spent', 'lt', 'gt', 'year', 'air', 'forc', 'iraq', 'afghanistan', 'stabl', 'honest', 'like', 'travel']"
1801,"['wan', 'na', 'watch', 'movi']"
1802,"['ok', 'lor', 'thanx', 'school']"
1803,"['class', 'get', 'text']"
1804,"['bu', 'leav', 'lt', 'gt']"
1805,"['god', 'good', 'sleep', 'dear', 'pray']"
1806,"['today', 'voda', 'number', 'end', 'select', 'receiv', 'match', 'pleas', 'call', 'quot', 'claim', 'code', 'standard', 'rate', 'app']"
1807,"['nice', 'day', 'today', 'love', 'dearli']"
1808,"['aiyo', 'bit', 'pai', 'seh', 'noe', 'scare', 'dun', 'rem', 'die', 'hee', 'becom', 'better', 'lookin', 'oredi', 'leh']"
1809,"['aight', 'ask', 'roommat']"
1810,"['what', 'hous', 'beer']"
1811,"['wan', 'meet', 'n', 'combin', 'part', 'da', 'rest', 'da', 'project', 'go']"
1812,"['ticket', 'walsal', 'tue', 'th', 'march', 'mate', 'get', 'sat', 'ill', 'pay', 'treat', 'want', 'go', 'txt', 'bak']"
1813,"['ye', 'chat']"
1814,"['hi', 'jess', 'dont', 'know', 'work', 'call', 'u', 'im', 'home', 'eve', 'xxx']"
1815,"['sian', 'aft', 'meet', 'supervisor', 'got', 'work', 'liao', 'u', 'work']"
1816,"['go', 'write', 'ccna', 'exam', 'week']"
1817,"['well', 'watch', 'shrek', 'b']"
1818,"['much', 'dirti', 'fellow']"
1819,"['dunno', 'dat', 'wat', 'told', 'ok', 'lor']"
1820,"['probabl', 'tomorrow', 'even', 'later', 'tonight', 'someth', 'go']"
1821,"['could', 'say', 'die', 'man', 'feel', 'sad', 'go', 'want', 'know', 'would', 'probabl', 'gone', 'late', 'night']"
1822,"['think', 'lift', 'one']"
1823,"['u', 'dun', 'wan', 'u', 'dun', 'like', 'alreadi', 'ah', 'wat', 'u', 'still', 'eat']"
1824,"['sent', 'ur', 'email', 'id', 'soon']"
1825,"['wat', 'make', 'peopl', 'dearer', 'de', 'happi', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']"
1826,"['dude', 'teresa', 'hope', 'okay', 'didnt', 'hear', 'peopl', 'call', 'receiv', 'packag', 'sinc', 'dec', 'lt', 'gt', 'thot', 'like', 'know', 'fantast', 'year', 'best', 'read', 'plu', 'realli', 'realli', 'bam', 'first', 'aid', 'usml', 'work', 'done']"
1827,"['hey', 'gorgeou', 'man', 'work', 'mobil', 'number', 'good', 'one', 'babe', 'squishi', 'mwah']"
1828,"['may', 'call', 'later', 'pl']"
1829,"['hottest', 'pic', 'straight', 'phone', 'see', 'get', 'wet', 'want', 'xx', 'text', 'pic', 'txt', 'cost', 'textoper', 'xxx']"
1830,"['way', 'stay', 'oh']"
1831,"['thanx', 'take', 'call', 'got', 'job', 'start', 'monday']"
1832,"['time', 'ur', 'flight', 'tmr']"
1833,['come']
1834,"['rather', 'promin', 'bite', 'mark', 'right', 'cheek']"
1835,['septemb']
1836,"['wet', 'right']"
1837,['husband']
1838,"['hack', 'chat', 'get', 'backdoor', 'entri', 'chat', 'room', 'fraction', 'cost', 'repli', 'call', 'subscrib', 'pm', 'dp', 'bcm', 'box', 'ldn']"
1839,"['norm', 'tomorrow', 'finish', 'co', 'st', 'test', 'need', 'sort', 'librari', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']"
1840,"['yeah', 'got', 'list', 'u', 'joanna', 'feel', 'realli', 'anti', 'social']"
1841,"['offic', 'na']"
1842,"['comingdown', 'later']"
1843,"['super', 'da', 'good', 'replac', 'murali']"
1844,"['da', 'good', 'good', 'unsold']"
1845,"['hi', 'u', 'want', 'join', 'st', 'later', 'meet', 'five', 'call', 'u', 'class']"
1846,"['engalnd', 'telli', 'decid', 'wo', 'let', 'watch', 'mia', 'elliot', 'kiss', 'damn']"
1847,"['free', 'nokia', 'motorola', 'upto', 'linerent', 'free', 'min', 'free', 'call', 'call']"
1848,"['dont', 'want', 'hear', 'philosophi', 'say', 'happen']"
1849,"['got', 'job', 'wipro', 'get', 'everi', 'thing', 'life', 'year']"
1850,"['cant', 'get', 'da', 'laptop', 'matric', 'card', 'wif', 'lei']"
1851,"['dunno', 'da', 'next', 'show', 'aft', 'toa', 'payoh', 'got']"
1852,"['time', 'tri', 'contact', 'u', 'pound', 'prize', 'claim', 'easi', 'call', 'per', 'min']"
1853,"['made', 'payment', 'dont', 'much', 'sorri', 'would', 'want', 'fedex', 'way']"
1854,"['play', 'one', 'day', 'last', 'year', 'know', 'even', 'though', 'good', 'team', 'like', 'india']"
1855,"['girl', 'wait', 'recept', 'ah']"
1856,"['say', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'ten', 'special', 'peopl', 'amp', 'u', 'c', 'miracl', 'tomorrow', 'pl', 'pl']"
1857,"['hate', 'turn', 'fun', 'shop', 'trip', 'annoy', 'day', 'everyth', 'would', 'look', 'hous']"
1858,"['sir', 'wait', 'call']"
1859,"['want', 'come', 'onlin']"
1860,"['could', 'work', 'reach', 'consensu', 'next', 'meet']"
1861,"['aiyah', 'wait', 'lor', 'u', 'entertain', 'hee']"
1862,"['last', 'thing', 'ever', 'want', 'hurt', 'think', 'would', 'laugh', 'embarass', 'delet', 'tag', 'keep', 'go', 'far', 'knew', 'even', 'fact', 'even', 'felt', 'like', 'would', 'hurt', 'show', 'realli', 'know', 'messi', 'wednesday', 'bad', 'problem', 'time', 'clean', 'choos', 'skype', 'take', 'pictur', 'sleep', 'want', 'go', 'mind', 'thing', 'make', 'bed', 'throw', 'laundri', 'top', 'ca', 'friend', 'hous', 'embarass', 'underwear', 'bra', 'strewn', 'bed', 'pillow', 'floor', 'someth', 'els', 'use', 'good', 'least', 'make', 'bed']"
